time,temperature_2m,wind_speed_10m,wind_direction_10m,weather_code,precipitation,weather_icon
2026-03-07 00:00:00,8.9,2.94,305,0,0.0,☀️
2026-03-07 01:00:00,8.7,2.83,312,0,0.0,☀️
2026-03-07 02:00:00,8.6,2.97,318,0,0.0,☀️
2026-03-07 03:00:00,8.6,3.19,311,1,0.0,🌤️
2026-03-07 04:00:00,8.3,3.26,310,1,0.0,🌤️
2026-03-07 05:00:00,8.0,3.25,315,1,0.0,🌤️
2026-03-07 06:00:00,7.7,2.77,319,1,0.0,🌤️
2026-03-07 07:00:00,7.4,2.42,322,1,0.0,🌤️
2026-03-07 08:00:00,8.0,2.34,320,1,0.0,🌤️
2026-03-07 09:00:00,9.0,3.05,311,1,0.0,🌤️
2026-03-07 10:00:00,9.7,3.38,304,1,0.0,🌤️
2026-03-07 11:00:00,10.7,3.58,297,1,0.0,🌤️
2026-03-07 12:00:00,11.4,3.81,293,1,0.0,🌤️
2026-03-07 13:00:00,12.0,4.18,291,1,0.0,🌤️
2026-03-07 14:00:00,12.3,4.55,289,0,0.0,☀️
2026-03-07 15:00:00,12.2,4.98,292,0,0.0,☀️
2026-03-07 16:00:00,11.5,4.56,296,0,0.0,☀️
2026-03-07 17:00:00,10.6,4.07,298,0,0.0,☀️
2026-03-07 18:00:00,9.4,3.47,303,0,0.0,☀️
2026-03-07 19:00:00,8.3,2.84,309,0,0.0,☀️
2026-03-07 20:00:00,7.5,2.41,312,0,0.0,☀️
2026-03-07 21:00:00,6.8,1.84,319,0,0.0,☀️
2026-03-07 22:00:00,5.9,1.49,312,0,0.0,☀️
2026-03-07 23:00:00,5.5,1.92,309,0,0.0,☀️
2026-03-08 00:00:00,5.4,2.16,326,0,0.0,☀️
2026-03-08 01:00:00,5.1,1.72,324,0,0.0,☀️
2026-03-08 02:00:00,4.8,2.0,323,0,0.0,☀️
2026-03-08 03:00:00,3.7,1.32,351,0,0.0,☀️
2026-03-08 04:00:00,2.5,1.81,96,0,0.0,☀️
2026-03-08 05:00:00,2.8,1.8,19,0,0.0,☀️
2026-03-08 06:00:00,1.9,1.77,74,0,0.0,☀️
2026-03-08 07:00:00,1.6,1.94,35,0,0.0,☀️
2026-03-08 08:00:00,4.2,1.21,66,0,0.0,☀️
2026-03-08 09:00:00,7.1,1.63,79,0,0.0,☀️
2026-03-08 10:00:00,8.9,1.5,94,0,0.0,☀️
2026-03-08 11:00:00,10.4,0.94,122,1,0.0,🌤️
2026-03-08 12:00:00,11.3,0.92,229,1,0.0,🌤️
2026-03-08 13:00:00,11.6,2.41,265,1,0.0,🌤️
2026-03-08 14:00:00,12.0,2.4,253,1,0.0,🌤️
2026-03-08 15:00:00,12.2,2.42,246,0,0.0,☀️
2026-03-08 16:00:00,12.1,2.42,240,0,0.0,☀️
2026-03-08 17:00:00,11.8,2.33,239,0,0.0,☀️
2026-03-08 18:00:00,10.9,1.97,246,0,0.0,☀️
2026-03-08 19:00:00,10.0,2.42,300,0,0.0,☀️
2026-03-08 20:00:00,9.3,2.08,305,0,0.0,☀️
2026-03-08 21:00:00,8.3,1.86,324,0,0.0,☀️
2026-03-08 22:00:00,7.7,1.88,335,0,0.0,☀️
2026-03-08 23:00:00,7.0,1.66,335,0,0.0,☀️
2026-03-09 00:00:00,6.0,1.43,348,0,0.0,☀️
2026-03-09 01:00:00,6.7,0.41,14,0,0.0,☀️
2026-03-09 02:00:00,6.5,0.64,321,0,0.0,☀️
2026-03-09 03:00:00,6.2,0.32,72,0,0.0,☀️
2026-03-09 04:00:00,5.0,1.17,70,0,0.0,☀️
