time,temperature_2m,wind_speed_10m,wind_direction_10m,weather_code,precipitation,weather_icon
2026-03-11 00:00:00,17.3,3.81,67,2,0.0,🌤️
2026-03-11 01:00:00,17.3,2.78,60,1,0.0,🌤️
2026-03-11 02:00:00,17.2,3.75,42,2,0.0,🌤️
2026-03-11 03:00:00,16.8,4.88,44,1,0.0,🌤️
2026-03-11 04:00:00,16.9,4.4,51,1,0.0,🌤️
2026-03-11 05:00:00,17.3,3.91,58,2,0.0,🌤️
2026-03-11 06:00:00,17.4,3.36,53,2,0.0,🌤️
2026-03-11 07:00:00,17.5,3.05,49,2,0.0,🌤️
2026-03-11 08:00:00,17.6,3.08,54,1,0.0,🌤️
2026-03-11 09:00:00,18.0,3.36,67,0,0.0,☀️
2026-03-11 10:00:00,18.6,3.38,71,0,0.0,☀️
2026-03-11 11:00:00,19.1,2.91,63,0,0.0,☀️
2026-03-11 12:00:00,19.4,2.39,57,1,0.0,🌤️
2026-03-11 13:00:00,19.7,2.08,55,1,0.0,🌤️
2026-03-11 14:00:00,20.0,1.92,51,2,0.0,🌤️
2026-03-11 15:00:00,20.2,1.98,45,3,0.0,🌤️
2026-03-11 16:00:00,20.3,2.11,31,2,0.0,🌤️
2026-03-11 17:00:00,20.0,2.52,34,2,0.0,🌤️
2026-03-11 18:00:00,19.1,3.18,66,3,0.0,🌤️
2026-03-11 19:00:00,18.1,3.91,87,2,0.0,🌤️
2026-03-11 20:00:00,18.5,3.7,90,1,0.0,🌤️
2026-03-11 21:00:00,18.4,4.3,89,2,0.0,🌤️
2026-03-11 22:00:00,17.9,4.51,94,1,0.0,🌤️
2026-03-11 23:00:00,17.9,3.81,95,0,0.0,☀️
2026-03-12 00:00:00,18.1,3.72,96,0,0.0,☀️
2026-03-12 01:00:00,18.0,3.73,98,0,0.0,☀️
2026-03-12 02:00:00,18.0,3.22,97,1,0.0,🌤️
2026-03-12 03:00:00,17.9,3.03,98,2,0.0,🌤️
2026-03-12 04:00:00,17.7,3.14,99,2,0.0,🌤️
2026-03-12 05:00:00,17.5,2.84,100,2,0.0,🌤️
2026-03-12 06:00:00,17.5,2.4,107,1,0.0,🌤️
2026-03-12 07:00:00,17.5,1.58,108,1,0.0,🌤️
2026-03-12 08:00:00,17.6,0.73,106,2,0.0,🌤️
2026-03-12 09:00:00,17.8,0.14,135,2,0.0,🌤️
2026-03-12 10:00:00,18.1,0.72,214,2,0.0,🌤️
2026-03-12 11:00:00,18.1,1.17,239,80,0.3,🌦️
2026-03-12 12:00:00,17.6,2.66,290,80,0.9,🌦️
2026-03-12 13:00:00,17.3,3.76,299,80,1.7,🌦️
2026-03-12 14:00:00,17.3,4.96,312,80,1.5,🌦️
2026-03-12 15:00:00,16.8,6.55,326,80,1.0,🌦️
2026-03-12 16:00:00,16.8,7.47,344,80,0.3,🌦️
2026-03-12 17:00:00,17.0,7.71,350,2,0.1,🌤️
2026-03-12 18:00:00,16.7,8.32,357,2,0.0,🌤️
2026-03-12 19:00:00,16.2,7.74,354,2,0.1,🌤️
2026-03-12 20:00:00,16.1,7.61,357,2,0.1,🌤️
2026-03-12 21:00:00,15.8,7.61,358,2,0.1,🌤️
