time,temperature_2m,wind_speed_10m,wind_direction_10m,weather_code,precipitation,weather_icon
2026-03-10 00:00:00,10.0,7.0,338,1,0.0,🌤️
2026-03-10 01:00:00,9.7,5.99,345,0,0.0,☀️
2026-03-10 02:00:00,9.4,5.15,352,0,0.0,☀️
2026-03-10 03:00:00,9.7,6.89,336,0,0.0,☀️
2026-03-10 04:00:00,9.2,5.63,343,0,0.0,☀️
2026-03-10 05:00:00,8.8,5.12,348,0,0.0,☀️
2026-03-10 06:00:00,8.5,5.29,345,0,0.0,☀️
2026-03-10 07:00:00,8.1,4.34,345,0,0.0,☀️
2026-03-10 08:00:00,8.6,4.18,343,0,0.0,☀️
2026-03-10 09:00:00,9.2,2.04,349,0,0.0,☀️
2026-03-10 10:00:00,10.0,0.54,338,0,0.0,☀️
2026-03-10 11:00:00,10.5,1.75,257,0,0.0,☀️
2026-03-10 12:00:00,11.0,2.94,280,0,0.0,☀️
2026-03-10 13:00:00,11.5,3.21,274,0,0.0,☀️
2026-03-10 14:00:00,12.1,3.01,266,0,0.0,☀️
2026-03-10 15:00:00,12.5,1.81,264,0,0.0,☀️
2026-03-10 16:00:00,12.9,1.48,242,0,0.0,☀️
2026-03-10 17:00:00,13.1,2.66,214,0,0.0,☀️
2026-03-10 18:00:00,13.0,2.24,207,0,0.0,☀️
2026-03-10 19:00:00,12.7,2.47,194,0,0.0,☀️
2026-03-10 20:00:00,11.9,3.0,154,1,0.0,🌤️
2026-03-10 21:00:00,11.3,3.18,134,1,0.0,🌤️
2026-03-10 22:00:00,11.0,3.04,117,1,0.0,🌤️
2026-03-10 23:00:00,10.5,3.51,87,0,0.0,☀️
2026-03-11 00:00:00,10.5,3.77,79,0,0.0,☀️
2026-03-11 01:00:00,10.6,3.64,74,1,0.0,🌤️
2026-03-11 02:00:00,10.5,4.4,73,1,0.0,🌤️
2026-03-11 03:00:00,10.4,4.24,75,2,0.0,🌤️
2026-03-11 04:00:00,10.4,4.3,72,1,0.0,🌤️
2026-03-11 05:00:00,10.2,3.96,69,1,0.0,🌤️
2026-03-11 06:00:00,10.1,3.0,53,1,0.0,🌤️
2026-03-11 07:00:00,10.2,2.4,45,1,0.0,🌤️
2026-03-11 08:00:00,11.0,1.66,25,1,0.0,🌤️
2026-03-11 09:00:00,11.6,1.22,325,1,0.0,🌤️
2026-03-11 10:00:00,12.2,2.19,313,1,0.0,🌤️
2026-03-11 11:00:00,12.9,3.26,310,1,0.0,🌤️
2026-03-11 12:00:00,13.3,3.61,304,1,0.0,🌤️
2026-03-11 13:00:00,13.7,2.83,302,1,0.0,🌤️
2026-03-11 14:00:00,14.2,2.59,298,0,0.0,☀️
2026-03-11 15:00:00,14.5,2.86,295,0,0.0,☀️
2026-03-11 16:00:00,14.8,3.09,295,0,0.0,☀️
2026-03-11 17:00:00,14.8,2.95,298,0,0.0,☀️
2026-03-11 18:00:00,14.5,3.19,302,0,0.0,☀️
2026-03-11 19:00:00,13.7,4.22,306,0,0.0,☀️
2026-03-11 20:00:00,13.0,4.88,325,0,0.0,☀️
2026-03-11 21:00:00,12.4,3.91,347,0,0.0,☀️
2026-03-11 22:00:00,11.9,3.1,2,0,0.0,☀️
2026-03-11 23:00:00,11.7,1.63,47,0,0.0,☀️
2026-03-12 00:00:00,11.0,1.77,74,0,0.0,☀️
2026-03-12 01:00:00,10.8,1.61,60,0,0.0,☀️
2026-03-12 02:00:00,10.7,1.75,59,0,0.0,☀️
2026-03-12 03:00:00,10.8,1.28,39,1,0.0,🌤️
2026-03-12 04:00:00,10.8,1.43,65,1,0.0,🌤️
2026-03-12 05:00:00,10.8,1.08,22,1,0.0,🌤️
2026-03-12 06:00:00,10.8,1.46,16,1,0.0,🌤️
2026-03-12 07:00:00,10.5,1.58,35,1,0.0,🌤️
2026-03-12 08:00:00,11.1,2.22,54,1,0.0,🌤️
2026-03-12 09:00:00,11.9,1.43,78,1,0.0,🌤️
2026-03-12 10:00:00,13.2,2.56,51,1,0.0,🌤️
2026-03-12 11:00:00,13.6,2.0,93,2,0.0,🌤️
2026-03-12 12:00:00,13.8,0.85,159,2,0.0,🌤️
2026-03-12 13:00:00,13.9,2.51,299,3,0.0,🌤️
2026-03-12 14:00:00,13.8,2.14,307,3,0.0,🌤️
2026-03-12 15:00:00,13.3,1.3,328,3,0.0,🌤️
2026-03-12 16:00:00,13.4,1.53,11,3,0.0,🌤️
2026-03-12 17:00:00,13.3,2.47,58,3,0.0,🌤️
2026-03-12 18:00:00,13.1,1.97,60,2,0.0,🌤️
2026-03-12 19:00:00,12.2,3.67,61,3,0.0,🌤️
2026-03-12 20:00:00,11.6,4.63,33,51,0.1,☔
2026-03-12 21:00:00,11.0,5.09,47,51,0.2,☔
2026-03-12 22:00:00,10.5,5.06,60,3,0.0,🌤️
2026-03-12 23:00:00,10.2,4.98,52,3,0.0,🌤️
2026-03-13 00:00:00,10.6,4.5,37,3,0.0,🌤️
2026-03-13 01:00:00,11.1,4.59,11,3,0.0,🌤️
2026-03-13 02:00:00,10.9,4.4,357,2,0.0,🌤️
2026-03-13 03:00:00,10.5,4.57,350,1,0.0,🌤️
2026-03-13 04:00:00,9.8,5.66,352,0,0.0,☀️
2026-03-13 05:00:00,9.7,6.14,353,0,0.0,☀️
2026-03-13 06:00:00,9.7,5.5,358,0,0.0,☀️
2026-03-13 07:00:00,9.7,5.41,357,0,0.0,☀️
2026-03-13 08:00:00,10.2,5.01,357,0,0.0,☀️
2026-03-13 09:00:00,11.1,4.0,357,0,0.0,☀️
2026-03-13 10:00:00,12.1,5.73,348,0,0.0,☀️
2026-03-13 11:00:00,13.2,7.51,350,0,0.0,☀️
2026-03-13 12:00:00,13.9,8.22,347,0,0.0,☀️
2026-03-13 13:00:00,14.3,8.24,344,0,0.0,☀️
2026-03-13 14:00:00,14.8,8.38,343,0,0.0,☀️
2026-03-13 15:00:00,15.0,8.61,344,0,0.0,☀️
2026-03-13 16:00:00,14.9,8.98,348,0,0.0,☀️
2026-03-13 17:00:00,14.3,8.85,350,0,0.0,☀️
2026-03-13 18:00:00,13.5,8.51,347,0,0.0,☀️
2026-03-13 19:00:00,12.6,8.4,348,0,0.0,☀️
2026-03-13 20:00:00,11.7,7.81,347,0,0.0,☀️
2026-03-13 21:00:00,11.3,6.71,350,0,0.0,☀️
