time,temperature_2m,wind_speed_10m,wind_direction_10m,weather_code,precipitation,weather_icon
2026-03-09 00:00:00,8.6,1.82,351,0,0.0,☀️
2026-03-09 01:00:00,7.7,2.16,347,0,0.0,☀️
2026-03-09 02:00:00,7.7,2.01,354,0,0.0,☀️
2026-03-09 03:00:00,6.9,2.51,337,0,0.0,☀️
2026-03-09 04:00:00,6.7,0.67,117,0,0.0,☀️
2026-03-09 05:00:00,6.8,0.72,146,0,0.0,☀️
2026-03-09 06:00:00,6.9,2.05,317,1,0.0,🌤️
2026-03-09 07:00:00,6.5,2.76,316,0,0.0,☀️
2026-03-09 08:00:00,8.3,1.97,336,0,0.0,☀️
2026-03-09 09:00:00,10.9,2.62,320,0,0.0,☀️
2026-03-09 10:00:00,11.9,3.97,304,0,0.0,☀️
2026-03-09 11:00:00,12.5,4.44,301,0,0.0,☀️
2026-03-09 12:00:00,13.5,5.1,298,0,0.0,☀️
2026-03-09 13:00:00,14.0,5.39,292,1,0.0,🌤️
2026-03-09 14:00:00,14.3,6.09,293,0,0.0,☀️
2026-03-09 15:00:00,14.2,6.14,289,0,0.0,☀️
2026-03-09 16:00:00,13.7,6.45,289,0,0.0,☀️
2026-03-09 17:00:00,12.7,6.4,295,0,0.0,☀️
2026-03-09 18:00:00,11.8,6.05,301,0,0.0,☀️
2026-03-09 19:00:00,10.7,5.77,304,0,0.0,☀️
2026-03-09 20:00:00,10.3,5.62,309,0,0.0,☀️
2026-03-09 21:00:00,9.9,5.59,313,0,0.0,☀️
2026-03-09 22:00:00,9.5,4.62,321,2,0.0,🌤️
2026-03-09 23:00:00,9.1,3.76,331,1,0.0,🌤️
2026-03-10 00:00:00,8.6,2.88,340,2,0.0,🌤️
2026-03-10 01:00:00,8.3,2.45,348,0,0.0,☀️
2026-03-10 02:00:00,8.1,2.55,349,0,0.0,☀️
2026-03-10 03:00:00,7.8,2.51,355,0,0.0,☀️
2026-03-10 04:00:00,7.6,1.32,9,0,0.0,☀️
2026-03-10 05:00:00,7.5,0.92,13,0,0.0,☀️
2026-03-10 06:00:00,7.0,1.13,45,0,0.0,☀️
2026-03-10 07:00:00,6.7,1.06,41,0,0.0,☀️
2026-03-10 08:00:00,7.5,1.08,22,0,0.0,☀️
2026-03-10 09:00:00,9.6,2.21,5,0,0.0,☀️
2026-03-10 10:00:00,10.8,2.5,53,0,0.0,☀️
2026-03-10 11:00:00,11.8,2.52,56,0,0.0,☀️
2026-03-10 12:00:00,12.6,1.0,37,0,0.0,☀️
2026-03-10 13:00:00,12.8,2.93,278,0,0.0,☀️
2026-03-10 14:00:00,13.1,3.4,268,0,0.0,☀️
2026-03-10 15:00:00,13.6,2.79,255,0,0.0,☀️
2026-03-10 16:00:00,13.8,2.67,257,0,0.0,☀️
2026-03-10 17:00:00,13.3,3.05,229,0,0.0,☀️
2026-03-10 18:00:00,12.5,2.5,217,0,0.0,☀️
2026-03-10 19:00:00,11.2,2.0,177,0,0.0,☀️
2026-03-10 20:00:00,10.1,2.08,145,1,0.0,🌤️
2026-03-10 21:00:00,9.7,1.86,144,1,0.0,🌤️
2026-03-10 22:00:00,9.4,1.42,129,1,0.0,🌤️
2026-03-10 23:00:00,8.9,1.53,101,1,0.0,🌤️
2026-03-11 00:00:00,8.4,1.8,87,0,0.0,☀️
