time,temperature_2m,wind_speed_10m,wind_direction_10m,weather_code,precipitation,weather_icon
2026-03-10 00:00:00,4.5,1.36,343,0,0.0,☀️
2026-03-10 01:00:00,3.7,1.43,335,0,0.0,☀️
2026-03-10 02:00:00,3.1,1.43,348,0,0.0,☀️
2026-03-10 03:00:00,2.6,1.65,346,0,0.0,☀️
2026-03-10 04:00:00,2.2,1.68,343,0,0.0,☀️
2026-03-10 05:00:00,1.8,2.06,331,0,0.0,☀️
2026-03-10 06:00:00,1.2,1.84,331,0,0.0,☀️
2026-03-10 07:00:00,1.0,1.84,331,0,0.0,☀️
2026-03-10 08:00:00,4.0,1.55,345,0,0.0,☀️
2026-03-10 09:00:00,6.7,1.51,352,0,0.0,☀️
2026-03-10 10:00:00,8.1,1.6,4,0,0.0,☀️
2026-03-10 11:00:00,9.4,0.92,13,0,0.0,☀️
2026-03-10 12:00:00,10.7,0.54,338,0,0.0,☀️
2026-03-10 13:00:00,11.6,0.58,211,0,0.0,☀️
2026-03-10 14:00:00,12.1,1.43,192,0,0.0,☀️
2026-03-10 15:00:00,12.2,1.14,218,0,0.0,☀️
2026-03-10 16:00:00,12.3,1.32,261,0,0.0,☀️
2026-03-10 17:00:00,11.5,1.46,286,0,0.0,☀️
2026-03-10 18:00:00,9.7,1.08,304,0,0.0,☀️
2026-03-10 19:00:00,7.6,1.39,339,0,0.0,☀️
2026-03-10 20:00:00,6.7,1.46,16,0,0.0,☀️
2026-03-10 21:00:00,5.9,1.17,20,0,0.0,☀️
2026-03-10 22:00:00,5.3,1.08,22,0,0.0,☀️
2026-03-10 23:00:00,4.8,1.25,29,0,0.0,☀️
2026-03-11 00:00:00,4.8,1.34,63,1,0.0,🌤️
2026-03-11 01:00:00,4.8,1.34,63,1,0.0,🌤️
2026-03-11 02:00:00,4.4,1.62,68,0,0.0,☀️
2026-03-11 03:00:00,4.1,1.75,66,1,0.0,🌤️
2026-03-11 04:00:00,4.0,1.35,42,1,0.0,🌤️
2026-03-11 05:00:00,4.2,1.26,18,1,0.0,🌤️
2026-03-11 06:00:00,4.6,1.06,41,1,0.0,🌤️
2026-03-11 07:00:00,4.3,1.2,42,1,0.0,🌤️
2026-03-11 08:00:00,5.7,0.63,18,1,0.0,🌤️
2026-03-11 09:00:00,8.1,0.22,63,1,0.0,🌤️
2026-03-11 10:00:00,9.9,0.81,240,1,0.0,🌤️
2026-03-11 11:00:00,11.1,1.14,232,1,0.0,🌤️
2026-03-11 12:00:00,12.0,1.44,236,0,0.0,☀️
2026-03-11 13:00:00,12.7,1.57,243,1,0.0,🌤️
2026-03-11 14:00:00,13.1,1.52,247,0,0.0,☀️
2026-03-11 15:00:00,13.5,1.61,240,0,0.0,☀️
2026-03-11 16:00:00,13.4,1.61,240,0,0.0,☀️
2026-03-11 17:00:00,13.0,1.39,249,0,0.0,☀️
2026-03-11 18:00:00,11.2,1.4,274,0,0.0,☀️
2026-03-11 19:00:00,8.9,1.34,333,0,0.0,☀️
2026-03-11 20:00:00,7.7,1.53,349,0,0.0,☀️
2026-03-11 21:00:00,7.0,1.4,356,0,0.0,☀️
2026-03-11 22:00:00,6.3,1.1,360,0,0.0,☀️
2026-03-11 23:00:00,5.6,1.3,356,0,0.0,☀️
2026-03-12 00:00:00,5.2,1.53,349,0,0.0,☀️
2026-03-12 01:00:00,4.9,1.57,333,0,0.0,☀️
2026-03-12 02:00:00,4.7,1.71,353,1,0.0,🌤️
2026-03-12 03:00:00,4.4,1.41,352,1,0.0,🌤️
2026-03-12 04:00:00,4.5,1.2,360,1,0.0,🌤️
2026-03-12 05:00:00,4.3,1.04,17,1,0.0,🌤️
2026-03-12 06:00:00,4.3,1.02,11,1,0.0,🌤️
2026-03-12 07:00:00,4.7,1.3,356,1,0.0,🌤️
2026-03-12 08:00:00,6.7,1.39,21,1,0.0,🌤️
2026-03-12 09:00:00,9.0,1.68,17,1,0.0,🌤️
2026-03-12 10:00:00,10.7,1.12,27,1,0.0,🌤️
2026-03-12 11:00:00,11.7,0.78,130,2,0.0,🌤️
2026-03-12 12:00:00,12.2,1.3,157,3,0.0,🌤️
2026-03-12 13:00:00,12.0,1.71,187,2,0.0,🌤️
2026-03-12 14:00:00,11.3,0.92,193,51,0.1,☔
2026-03-12 15:00:00,11.4,0.36,146,3,0.0,🌤️
2026-03-12 16:00:00,11.4,0.67,27,3,0.0,🌤️
2026-03-12 17:00:00,11.1,0.85,21,3,0.0,🌤️
2026-03-12 18:00:00,10.0,1.8,357,3,0.0,🌤️
2026-03-12 19:00:00,9.3,1.46,16,3,0.0,🌤️
2026-03-12 20:00:00,8.5,0.72,34,3,0.0,🌤️
2026-03-12 21:00:00,7.9,0.81,7,3,0.0,🌤️
2026-03-12 22:00:00,7.6,0.95,18,2,0.0,🌤️
2026-03-12 23:00:00,7.0,1.26,342,1,0.0,🌤️
2026-03-13 00:00:00,6.6,1.75,347,1,0.0,🌤️
2026-03-13 01:00:00,6.3,2.11,355,0,0.0,☀️
2026-03-13 02:00:00,5.8,2.33,350,0,0.0,☀️
2026-03-13 03:00:00,5.4,2.75,350,0,0.0,☀️
2026-03-13 04:00:00,5.1,2.83,352,0,0.0,☀️
2026-03-13 05:00:00,5.0,2.82,354,0,0.0,☀️
2026-03-13 06:00:00,4.9,2.63,351,0,0.0,☀️
2026-03-13 07:00:00,4.7,2.33,350,0,0.0,☀️
2026-03-13 08:00:00,6.3,2.32,353,0,0.0,☀️
2026-03-13 09:00:00,8.5,2.92,354,0,0.0,☀️
2026-03-13 10:00:00,10.3,3.51,357,0,0.0,☀️
2026-03-13 11:00:00,11.3,3.82,354,0,0.0,☀️
2026-03-13 12:00:00,11.7,3.93,353,0,0.0,☀️
2026-03-13 13:00:00,12.1,4.4,350,0,0.0,☀️
2026-03-13 14:00:00,12.2,5.14,344,0,0.0,☀️
2026-03-13 15:00:00,11.7,5.82,343,0,0.0,☀️
2026-03-13 16:00:00,10.7,6.31,345,1,0.0,🌤️
2026-03-13 17:00:00,9.5,5.89,345,0,0.0,☀️
2026-03-13 18:00:00,7.8,5.09,340,0,0.0,☀️
2026-03-13 19:00:00,6.1,4.18,339,0,0.0,☀️
2026-03-13 20:00:00,5.0,3.27,337,0,0.0,☀️
2026-03-13 21:00:00,4.3,2.51,337,0,0.0,☀️
2026-03-13 22:00:00,3.1,2.1,335,0,0.0,☀️
2026-03-13 23:00:00,1.9,1.79,333,0,0.0,☀️
2026-03-14 00:00:00,0.9,1.7,332,0,0.0,☀️
2026-03-14 01:00:00,0.1,1.61,330,0,0.0,☀️
2026-03-14 02:00:00,-0.7,1.7,332,0,0.0,☀️
2026-03-14 03:00:00,-1.3,1.7,332,0,0.0,☀️
2026-03-14 04:00:00,-2.1,1.7,332,0,0.0,☀️
2026-03-14 05:00:00,-2.8,1.7,332,0,0.0,☀️
2026-03-14 06:00:00,-2.6,1.57,333,0,0.0,☀️
2026-03-14 07:00:00,-0.6,1.39,339,0,0.0,☀️
2026-03-14 08:00:00,2.3,1.14,345,0,0.0,☀️
2026-03-14 09:00:00,5.1,0.95,342,0,0.0,☀️
2026-03-14 10:00:00,7.5,0.71,315,0,0.0,☀️
2026-03-14 11:00:00,9.7,0.91,276,0,0.0,☀️
2026-03-14 12:00:00,11.5,1.32,261,0,0.0,☀️
2026-03-14 13:00:00,12.6,1.63,259,0,0.0,☀️
2026-03-14 14:00:00,13.3,1.8,267,0,0.0,☀️
2026-03-14 15:00:00,13.4,2.0,273,0,0.0,☀️
2026-03-14 16:00:00,12.8,2.18,286,0,0.0,☀️
2026-03-14 17:00:00,11.7,2.56,301,0,0.0,☀️
2026-03-14 18:00:00,10.2,2.7,309,0,0.0,☀️
2026-03-14 19:00:00,8.1,2.41,312,0,0.0,☀️
2026-03-14 20:00:00,5.7,1.91,313,0,0.0,☀️
2026-03-14 21:00:00,3.6,1.49,318,0,0.0,☀️
2026-03-14 22:00:00,2.1,1.36,324,1,0.0,🌤️
2026-03-14 23:00:00,0.9,1.48,332,1,0.0,🌤️
2026-03-15 00:00:00,-0.0,1.57,333,1,0.0,🌤️
2026-03-15 01:00:00,-0.7,1.66,335,45,0.0,🌫️
2026-03-15 02:00:00,-1.1,1.66,335,45,0.0,🌫️
2026-03-15 03:00:00,-1.4,1.66,335,45,0.0,🌫️
2026-03-15 04:00:00,-2.0,1.66,335,1,0.0,🌤️
2026-03-15 05:00:00,-2.6,1.7,332,1,0.0,🌤️
2026-03-15 06:00:00,-2.1,1.7,332,1,0.0,🌤️
2026-03-15 07:00:00,0.3,1.61,330,1,0.0,🌤️
2026-03-15 08:00:00,3.9,1.44,326,1,0.0,🌤️
2026-03-15 09:00:00,7.2,1.35,318,1,0.0,🌤️
2026-03-15 10:00:00,10.0,1.28,309,1,0.0,🌤️
2026-03-15 11:00:00,12.5,1.25,299,1,0.0,🌤️
