time,temperature_2m,wind_speed_10m,wind_direction_10m,weather_code,precipitation,weather_icon
2026-03-10 00:00:00,6.2,1.2,5,2,0.0,🌤️
2026-03-10 01:00:00,5.3,1.97,336,51,0.2,☔
2026-03-10 02:00:00,3.7,2.68,333,51,0.1,☔
2026-03-10 03:00:00,3.5,2.69,345,1,0.0,🌤️
2026-03-10 04:00:00,3.1,2.67,347,1,0.0,🌤️
2026-03-10 05:00:00,2.7,2.43,351,1,0.0,🌤️
2026-03-10 06:00:00,3.1,2.53,351,2,0.0,🌤️
2026-03-10 07:00:00,2.6,2.72,354,51,0.2,☔
2026-03-10 08:00:00,2.5,3.01,6,51,0.2,☔
2026-03-10 09:00:00,2.2,2.8,2,3,0.0,🌤️
2026-03-10 10:00:00,2.8,2.4,2,53,0.7,☔
2026-03-10 11:00:00,3.3,2.26,347,53,0.9,☔
2026-03-10 12:00:00,4.2,2.28,15,53,0.8,☔
2026-03-10 13:00:00,5.2,2.59,28,2,0.0,🌤️
2026-03-10 14:00:00,6.0,2.56,39,1,0.0,🌤️
2026-03-10 15:00:00,7.1,2.33,31,1,0.0,🌤️
2026-03-10 16:00:00,7.3,2.02,33,0,0.0,☀️
2026-03-10 17:00:00,7.1,1.86,36,0,0.0,☀️
2026-03-10 18:00:00,6.0,1.22,35,0,0.0,☀️
2026-03-10 19:00:00,5.5,1.03,331,0,0.0,☀️
2026-03-10 20:00:00,5.1,2.33,329,0,0.0,☀️
2026-03-10 21:00:00,4.1,2.55,334,0,0.0,☀️
2026-03-10 22:00:00,3.6,2.38,345,0,0.0,☀️
2026-03-10 23:00:00,3.1,1.96,345,0,0.0,☀️
2026-03-11 00:00:00,2.8,1.68,343,0,0.0,☀️
2026-03-11 01:00:00,2.4,1.49,340,0,0.0,☀️
2026-03-11 02:00:00,2.1,1.3,337,0,0.0,☀️
2026-03-11 03:00:00,1.7,1.14,345,0,0.0,☀️
2026-03-11 04:00:00,1.4,1.0,354,0,0.0,☀️
2026-03-11 05:00:00,1.1,1.0,6,0,0.0,☀️
2026-03-11 06:00:00,1.0,1.14,15,0,0.0,☀️
2026-03-11 07:00:00,1.5,1.14,15,0,0.0,☀️
2026-03-11 08:00:00,2.8,1.6,360,0,0.0,☀️
2026-03-11 09:00:00,3.9,1.63,349,0,0.0,☀️
2026-03-11 10:00:00,5.1,1.4,4,0,0.0,☀️
2026-03-11 11:00:00,6.4,1.08,34,0,0.0,☀️
2026-03-11 12:00:00,7.7,0.76,67,0,0.0,☀️
2026-03-11 13:00:00,8.7,0.8,90,0,0.0,☀️
2026-03-11 14:00:00,9.4,0.81,120,0,0.0,☀️
2026-03-11 15:00:00,9.6,1.08,146,0,0.0,☀️
2026-03-11 16:00:00,9.5,1.39,159,0,0.0,☀️
2026-03-11 17:00:00,9.1,1.12,170,0,0.0,☀️
2026-03-11 18:00:00,8.3,0.41,166,1,0.0,🌤️
