time,temperature_2m,wind_speed_10m,wind_direction_10m,weather_code,precipitation,weather_icon
2026-03-10 00:00:00,6.9,1.43,295,1,0.0,🌤️
2026-03-10 01:00:00,6.6,1.2,270,1,0.0,🌤️
2026-03-10 02:00:00,6.3,2.12,262,0,0.0,☀️
2026-03-10 03:00:00,6.1,2.5,286,1,0.0,🌤️
2026-03-10 04:00:00,5.0,2.73,336,2,0.0,🌤️
2026-03-10 05:00:00,4.5,2.21,342,0,0.0,☀️
2026-03-10 06:00:00,4.1,1.62,338,1,0.0,🌤️
2026-03-10 07:00:00,4.2,1.93,339,1,0.0,🌤️
2026-03-10 08:00:00,5.2,2.35,348,0,0.0,☀️
2026-03-10 09:00:00,6.3,2.69,345,1,0.0,🌤️
2026-03-10 10:00:00,7.1,3.14,351,1,0.0,🌤️
2026-03-10 11:00:00,7.8,3.28,348,1,0.0,🌤️
2026-03-10 12:00:00,8.1,3.35,350,1,0.0,🌤️
2026-03-10 13:00:00,8.4,3.37,348,1,0.0,🌤️
2026-03-10 14:00:00,8.7,3.34,351,0,0.0,☀️
2026-03-10 15:00:00,8.2,3.21,355,1,0.0,🌤️
2026-03-10 16:00:00,7.7,3.0,358,1,0.0,🌤️
2026-03-10 17:00:00,7.0,2.7,360,0,0.0,☀️
2026-03-10 18:00:00,5.9,2.3,358,0,0.0,☀️
2026-03-10 19:00:00,5.2,1.9,357,0,0.0,☀️
2026-03-10 20:00:00,4.6,1.5,4,0,0.0,☀️
2026-03-10 21:00:00,4.1,1.0,6,0,0.0,☀️
2026-03-10 22:00:00,3.6,0.71,352,0,0.0,☀️
2026-03-10 23:00:00,3.2,0.4,360,1,0.0,🌤️
2026-03-11 00:00:00,3.0,0.82,346,0,0.0,☀️
2026-03-11 01:00:00,2.4,0.9,360,0,0.0,☀️
2026-03-11 02:00:00,1.9,0.81,30,0,0.0,☀️
2026-03-11 03:00:00,1.5,0.71,45,0,0.0,☀️
2026-03-11 04:00:00,1.2,0.67,63,0,0.0,☀️
2026-03-11 05:00:00,0.7,0.71,45,0,0.0,☀️
2026-03-11 06:00:00,0.4,0.72,56,0,0.0,☀️
2026-03-11 07:00:00,0.6,0.64,51,0,0.0,☀️
2026-03-11 08:00:00,1.7,0.54,68,0,0.0,☀️
2026-03-11 09:00:00,3.4,0.32,72,0,0.0,☀️
2026-03-11 10:00:00,5.3,0.42,45,0,0.0,☀️
2026-03-11 11:00:00,6.9,0.72,34,1,0.0,🌤️
2026-03-11 12:00:00,8.2,0.41,346,1,0.0,🌤️
2026-03-11 13:00:00,9.0,1.1,265,1,0.0,🌤️
2026-03-11 14:00:00,9.5,1.51,262,0,0.0,☀️
2026-03-11 15:00:00,9.5,1.8,267,0,0.0,☀️
2026-03-11 16:00:00,9.2,1.8,267,0,0.0,☀️
2026-03-11 17:00:00,8.7,1.51,278,0,0.0,☀️
2026-03-11 18:00:00,8.2,1.14,322,0,0.0,☀️
2026-03-11 19:00:00,7.5,2.2,3,0,0.0,☀️
2026-03-11 20:00:00,6.2,2.16,13,0,0.0,☀️
2026-03-11 21:00:00,5.1,1.77,16,0,0.0,☀️
2026-03-11 22:00:00,4.5,1.34,27,0,0.0,☀️
2026-03-11 23:00:00,4.0,0.92,49,0,0.0,☀️
2026-03-12 00:00:00,3.5,0.71,98,0,0.0,☀️
2026-03-12 01:00:00,3.2,0.73,106,0,0.0,☀️
2026-03-12 02:00:00,2.8,0.67,117,0,0.0,☀️
2026-03-12 03:00:00,2.4,0.72,124,0,0.0,☀️
2026-03-12 04:00:00,2.0,0.71,135,0,0.0,☀️
2026-03-12 05:00:00,1.6,0.78,130,0,0.0,☀️
2026-03-12 06:00:00,1.3,0.72,124,0,0.0,☀️
2026-03-12 07:00:00,1.4,0.54,112,0,0.0,☀️
2026-03-12 08:00:00,2.7,0.41,76,0,0.0,☀️
2026-03-12 09:00:00,4.6,0.78,40,0,0.0,☀️
2026-03-12 10:00:00,6.4,1.28,51,0,0.0,☀️
